country_name,region,incomegroup,year,life_expectancy_world_bank,prevelance_of_undernourishment,co2,health_expenditure_per,education_expenditure_per,unemployment,sanitation,injuries,communicable,noncommunicable,year_dt
Denmark,Europe_&_Central_Asia,High_income,2002,76.9,2.5,53840.0001525879,8.7,8.21,4.27,86.8,144992.24,71415.95,1522892.43,2002
Dominican_Republic,Latin_America_&_Caribbean,Upper_middle_income,2002,69.96,22.6,20879.9991607666,4.99,1.91,6.78,38.16,339447.29,1026377.76,1378543.7,2002
Algeria,Middle_East_&_North_Africa,Lower_middle_income,2002,71.6,7.3,82400.0015258789,3.73,5.95,25.9,21.19,1553845.31,2069327.59,5508249.32,2002
Ecuador,Latin_America_&_Caribbean,Upper_middle_income,2002,73.37,22.7,24170.0000762939,4.47,4.62,4.9,40.03,628775.18,1091789.44,2005859.53,2002
Eritrea,Sub-Saharan_Africa,Low_income,2002,56.5,28.5,680.000007152557,6.69,3.52,5.7,9.4,248898.08,2000275.25,685459.66,2002
Spain,Europe_&_Central_Asia,High_income,2002,79.57,2.5,312750.0,6.8,4.13,11.15,93.64,1110105.98,564219.45,10208135.62,2002
Estonia,Europe_&_Central_Asia,High_income,2002,70.9,3.5,14949.9998092651,4.7,5.43,10.03,92.58,98588.99,28265.66,466799.52,2002
Ethiopia,Sub-Saharan_Africa,Low_income,2002,53.35,44.2,4570.00017166138,4.71,3.63,3.13,2.63,3211296.39,45180580.57,10885862.35,2002
Finland,Europe_&_Central_Asia,High_income,2002,78.12,2.5,63439.998626709,7.63,6.02,10.42,80.5,220738.86,63244.43,1329373.95,2002
Fiji,East_Asia_&_Pacific,Upper_middle_income,2002,66.02,3.8,879.999995231628,2.98,6.28,3.87,34.89,26621.07,60186.83,197961.34,2002
France,Europe_&_Central_Asia,High_income,2002,79.26,2.5,371019.989013672,10.02,5.43,8.7,79.24,2178503.37,824698.17,14307987.63,2002
United_Kingdom,Europe_&_Central_Asia,High_income,2002,78.14,2.5,530789.978027344,7.94,4.63,5.04,97.76,1257323.27,1084666.87,16430129.64,2002
Georgia,Europe_&_Central_Asia,Upper_middle_income,2002,70.22,5.9,2960.00003814697,7.81,2.24,12.59,46.59,152811.17,194954.29,1451966.95,2002
Ghana,Sub-Saharan_Africa,Lower_middle_income,2002,57.42,13.5,7429.99982833862,2.89,5.34,8.53,4.89,610540.16,8511643.37,3276309.75,2002
Guinea,Sub-Saharan_Africa,Low_income,2002,51.48,28.5,1629.99999523163,5.36,2.59,4.55,9.4,362930.22,5843853.97,1638079.4,2002
Guinea-Bissau,Sub-Saharan_Africa,Low_income,2002,51.12,28.5,150.000005960464,5.82,2.17,6.38,4.0,79387.72,869715.27,258160.88,2002
Greece,Europe_&_Central_Asia,High_income,2002,78.64,2.5,96599.9984741211,8.23,3.42,9.97,78.52,277646.31,126267.81,2890073.96,2002
Grenada,Latin_America_&_Caribbean,Upper_middle_income,2002,72.93,7.3,239.999994635582,6.18,3.74,6.94,38.16,3121.88,4909.37,21506.86,2002
Guatemala,Latin_America_&_Caribbean,Upper_middle_income,2002,68.72,19.9,10470.0002670288,6.01,3.01,2.75,38.16,677850.03,1945987.14,1800666.35,2002
Guyana,Latin_America_&_Caribbean,Upper_middle_income,2002,65.83,6.5,1620.00000476837,3.19,8.37,11.81,38.16,50078.11,102838.46,172268.05,2002
Honduras,Latin_America_&_Caribbean,Lower_middle_income,2002,71.25,21.2,6090.00015258789,6.24,6.06,4.02,41.42,353287.64,594411.01,1061562.72,2002
Croatia,Europe_&_Central_Asia,High_income,2002,74.72,4.6,20280.0006866455,6.21,3.78,15.05,77.99,188038.8,71689.86,1340066.43,2002
Haiti,Latin_America_&_Caribbean,Lower_middle_income,2002,57.66,52.6,1830.00004291534,3.41,1.63,10.83,43.99,572863.01,2962212.48,2035117.34,2002
Hungary,Europe_&_Central_Asia,High_income,2002,72.35,2.5,55599.9984741211,7.12,5.18,5.61,63.29,478036.87,146306.15,3529018.32,2002
Indonesia,East_Asia_&_Pacific,Lower_middle_income,2002,66.32,19.1,305640.014648438,1.98,2.65,6.6,47.86,6843320.92,30124966.45,42387112.22,2002
India,South_Asia,Lower_middle_income,2002,63.3,20.1,985450.012207031,4.24,3.82,5.53,9.17,52183322.47,261766675.1,195575703.7,2002
Ireland,Europe_&_Central_Asia,High_income,2002,77.63,2.5,43930.0003051758,6.67,4.1,4.22,56.98,104089.05,59702.25,896881.3,2002
Iceland,Europe_&_Central_Asia,High_income,2002,80.5,2.5,2240.00000953674,9.47,7.3,2.99,45.92,6192.59,3167.78,56104.08,2002
Israel,Middle_East_&_North_Africa,High_income,2002,79.45,2.5,61080.0018310547,7.13,6.47,12.89,81.33,221043.13,94409.17,1212610.56,2002
Italy,Europe_&_Central_Asia,High_income,2002,80.23,2.5,443470.001220703,7.87,4.43,9.21,95.65,1387366.83,603559.57,15466011.81,2002
Jamaica,Latin_America_&_Caribbean,Upper_middle_income,2002,74.14,6.9,10250.0,4.75,5.38,14.19,38.16,58446.17,145938.97,471630.37,2002
Jordan,Middle_East_&_North_Africa,Upper_middle_income,2002,72.08,7.7,16870.0008392334,9.36,3.5,15.3,75.55,134820.75,254672.29,735235.42,2002
Japan,East_Asia_&_Pacific,High_income,2002,81.56,2.5,1206599.97558594,7.35,3.41,5.39,73.92,3721633.46,1958242.73,28121964.63,2002
Kazakhstan,Europe_&_Central_Asia,Upper_middle_income,2002,65.95,6.6,131059.997558594,3.61,3.03,9.33,40.62,1134706.89,971564.89,4525375.95,2002
Kenya,Sub-Saharan_Africa,Lower_middle_income,2002,51.61,33.6,7420.00007629395,4.96,6.17,3.0,21.3,814440.8,16781791.34,3958195.61,2002
Cambodia,East_Asia_&_Pacific,Lower_middle_income,2002,60.28,21.2,2210.00003814697,7.24,1.71,1.1,47.86,577266.37,3617795.69,2467339.87,2002
Kiribati,East_Asia_&_Pacific,Lower_middle_income,2002,63.73,4.6,39.9999991059303,11.9,11.98,2.1900000000000004,17.58,3992.38,19474.72,28234.65,2002
Kuwait,Middle_East_&_North_Africa,High_income,2002,73.28,2.5,55590.0001525879,3.12,6.55,1.1,100.0,50507.39,41220.9,276229.66,2002
Lebanon,Middle_East_&_North_Africa,Lower_middle_income,2002,75.49,8.6,16840.0001525879,9.29,2.55,8.09,9.43,94392.85,151571.25,772014.38,2002
Liberia,Sub-Saharan_Africa,Low_income,2002,52.83,38.1,449.999988079071,2.89,2.17,2.14,9.4,247413.39,2007778.24,460964.04,2002
Sri_Lanka,South_Asia,Lower_middle_income,2002,73.08,16.1,11390.0003433228,4.17,1.98,8.76,32.1,909995.02,820029.82,3542236.8,2002
Lesotho,Sub-Saharan_Africa,Lower_middle_income,2002,44.9,18.5,409.999996423721,6.75,10.1,33.86,11.53,136056.06,1447980.8,370767.07,2002
Lithuania,Europe_&_Central_Asia,High_income,2002,71.76,2.5,11220.0002670288,6.14,5.8,13.01,80.45,268458.64,65595.38,1040200.22,2002
Luxembourg,Europe_&_Central_Asia,High_income,2002,77.97,2.5,9819.99969482422,6.74,3.71,2.62,90.96,12984.62,5479.56,108188.85,2002
Latvia,Europe_&_Central_Asia,High_income,2002,70.96,3.4,7349.99990463257,5.77,5.6,13.83,52.41,183152.59,52984.04,818639.55,2002
Morocco,Middle_East_&_North_Africa,Lower_middle_income,2002,69.77,5.9,37470.0012207031,4.43,5.3,11.59,33.02,1362588.09,3576678.49,5639417.79,2002
Moldova,Europe_&_Central_Asia,Upper_middle_income,2002,67.36,3.4,7179.99982833862,7.4,5.5,6.8,40.62,229437.44,154848.73,1276064.57,2002
Madagascar,Sub-Saharan_Africa,Low_income,2002,59.72,35.2,1120.00000476837,4.97,2.23,5.35,4.2,484931.83,7477200.06,2776440.76,2002
Mexico,Latin_America_&_Caribbean,Upper_middle_income,2002,74.92,3.7,386000.0,5.07,4.45,3.0,18.1,3614070.22,5537769.57,17114971.16,2002
North_Macedonia,Europe_&_Central_Asia,Upper_middle_income,2002,73.04,7.5,8369.99988555908,8.98,3.3,31.94,12.91,70195.86,45435.42,591248.43,2002
Mali,Sub-Saharan_Africa,Low_income,2002,49.54,15.2,1399.99997615814,5.0,2.9,7.16,7.41,677194.71,9999023.71,2110240.42,2002
Malta,Middle_East_&_North_Africa,High_income,2002,78.74,2.5,2319.9999332428,7.71,4.14,6.9,91.87,8284.58,5675.98,93219.37,2002
Myanmar,East_Asia_&_Pacific,Lower_middle_income,2002,60.68,34.8,8300.00019073486,2.58,2.0,0.67,59.24,2574019.71,12995469.95,12029979.25,2002
Mongolia,East_Asia_&_Pacific,Lower_middle_income,2002,63.78,30.6,9600.00038146973,4.43,7.21,6.2,34.16,153650.9,289727.4,601688.57,2002
Mozambique,Sub-Saharan_Africa,Low_income,2002,49.61,35.2,1570.00005245209,3.34,5.87,2.89,9.4,732196.97,14847906.88,2843547.27,2002
Mauritania,Sub-Saharan_Africa,Lower_middle_income,2002,60.89,7.9,1549.99995231628,4.0,2.28,9.82,21.3,105279.52,939459.91,399696.77,2002
Malawi,Sub-Saharan_Africa,Low_income,2002,45.52,23.8,680.000007152557,3.78,4.15,5.81,19.69,399346.32,10559984.77,1969022.55,2002
Malaysia,East_Asia_&_Pacific,Upper_middle_income,2002,72.98,2.8,136380.004882813,2.67,7.66,3.48,66.07,677718.89,1025626.41,3753333.79,2002
Niger,Sub-Saharan_Africa,Low_income,2002,51.26,28.5,699.999988079071,4.86,2.4,1.89,7.26,578871.29,12489171.51,2069130.68,2002
Nicaragua,Latin_America_&_Caribbean,Lower_middle_income,2002,70.31,25.2,4059.99994277954,5.73,2.39,7.58,43.99,167850.47,355338.37,703777.77,2002
Netherlands,Europe_&_Central_Asia,High_income,2002,78.29,2.5,167429.992675781,8.65,4.81,2.55,97.44,328473.74,240542.96,3935355.15,2002
Norway,Europe_&_Central_Asia,High_income,2002,78.99,2.5,34369.9989318848,9.0,7.44,4.02,59.23,125941.31,60959.99,1125052.67,2002
Nepal,South_Asia,Lower_middle_income,2002,63.57,21.7,2789.99996185303,3.93,3.15,1.54,12.91,1135045.72,6234354.23,3936191.61,2002
New_Zealand,East_Asia_&_Pacific,High_income,2002,78.85,2.5,31540.0009155273,7.9,6.41,5.28,75.49,151036.04,43761.66,852675.61,2002
Oman,Middle_East_&_North_Africa,High_income,2002,73.02,11.3,29969.9993133545,3.18,4.33,4.2,86.51,139843.29,83906.14,344674.93,2002
Pakistan,South_Asia,Lower_middle_income,2002,63.3,21.8,102330.001831055,2.83,2.49,0.55,32.1,4368968.33,58257369.24,28014960.73,2002
Panama,Latin_America_&_Caribbean,High_income,2002,75.4,20.5,5409.99984741211,6.96,4.19,3.79,62.86,100562.79,150723.07,448063.81,2002
Peru,Latin_America_&_Caribbean,Upper_middle_income,2002,71.88,22.9,27729.9995422363,4.94,2.82,4.84,14.07,967687.56,2307166.37,3810894.12,2002
Philippines,East_Asia_&_Pacific,Lower_middle_income,2002,68.88,18.4,71569.9996948242,2.64,2.89,3.63,43.87,2837066.4,9876723.51,13676346.0,2002
Papua_New_Guinea,East_Asia_&_Pacific,Lower_middle_income,2002,59.72,27.0,3609.99989509583,2.78,1.92,2.73,47.86,266901.29,1580296.22,1157331.69,2002
Poland,Europe_&_Central_Asia,High_income,2002,74.5,2.5,287320.007324219,6.07,5.39,19.89,80.53,1714857.15,580407.38,10153995.7,2002
Portugal,Europe_&_Central_Asia,High_income,2002,77.07,2.5,65599.9984741211,8.79,5.26,4.5,51.01,328487.72,230034.0,2907709.66,2002
Paraguay,Latin_America_&_Caribbean,Upper_middle_income,2002,71.02,9.3,3779.99997138977,4.76,3.41,9.39,45.88,179451.88,354254.53,781529.32,2002
Qatar,Middle_East_&_North_Africa,High_income,2002,77.76,2.7,32500.0,2.46,3.85,0.85,71.1,29885.64,15142.9,91602.2,2002
Romania,Europe_&_Central_Asia,High_income,2002,71.01,2.5,93739.9978637695,4.58,3.5,8.11,51.97,998492.79,693488.06,7041774.78,2002
Rwanda,Sub-Saharan_Africa,Low_income,2002,50.99,35.2,560.000002384186,3.67,3.99,0.89,9.4,487476.68,5170282.74,1385720.15,2002
Saudi_Arabia,Middle_East_&_North_Africa,High_income,2002,72.92,5.0,272250.0,4.25,7.64,5.27,37.29,1185236.47,936917.9,3314963.19,2002
Sudan,Sub-Saharan_Africa,Low_income,2002,59.26,20.3,7710.00003814697,3.3,1.16,15.13,9.4,1781360.42,9255054.57,6029084.02,2002
Senegal,Sub-Saharan_Africa,Lower_middle_income,2002,58.68,22.9,4579.99992370605,3.95,2.59,5.65,14.64,389469.68,4400201.14,1670474.24,2002
Singapore,East_Asia_&_Pacific,High_income,2002,78.55,2.5,41290.0009155273,3.36,3.88,5.65,100.0,83339.93,64822.19,605389.59,2002
Solomon_Islands,East_Asia_&_Pacific,Lower_middle_income,2002,68.18,13.1,259.999990463257,10.1,9.81,1.83,47.86,31513.77,101549.55,124691.37,2002
Sierra_Leone,Sub-Saharan_Africa,Low_income,2002,41.38,49.8,500.0,11.42,3.55,3.39,9.3,219195.55,4108946.37,960396.62,2002
El_Salvador,Latin_America_&_Caribbean,Lower_middle_income,2002,69.43,7.1,5940.00005722046,8.78,3.24,5.73,43.99,367607.48,360094.37,942136.39,2002
Serbia,Europe_&_Central_Asia,Upper_middle_income,2002,72.29,3.0,48580.0018310547,8.06,4.05,13.8,22.05,370930.9,200023.59,3031146.72,2002
Sao_Tome_and_Principe,Sub-Saharan_Africa,Lower_middle_income,2002,62.69,12.8,59.9999986588955,10.66,2.72,17.63,14.82,3781.09,36011.64,25804.54,2002
Suriname,Latin_America_&_Caribbean,Upper_middle_income,2002,68.06,11.5,1120.00000476837,5.71,5.53,11.15,29.95,20139.92,50885.75,96879.09,2002
Slovenia,Europe_&_Central_Asia,High_income,2002,76.01,2.5,15520.0004577637,8.02,5.67,5.92,28.81,102860.42,26693.41,509671.39,2002
Sweden,Europe_&_Central_Asia,High_income,2002,79.85,2.5,54020.0004577637,8.21,6.92,4.97,93.12,234623.21,99985.04,2286313.06,2002
Eswatini,Sub-Saharan_Africa,Lower_middle_income,2002,44.41,9.7,620.000004768372,5.52,4.44,25.36,21.3,66442.65,777525.31,188813.34,2002
Chad,Sub-Saharan_Africa,Low_income,2002,47.9,37.6,400.000005960464,7.27,2.31,0.83,8.65,436480.59,7912265.22,1529331.07,2002
Togo,Sub-Saharan_Africa,Low_income,2002,53.71,31.1,1340.0000333786,2.9,3.49,4.05,5.9,198596.41,2860334.73,789931.98,2002
Thailand,East_Asia_&_Pacific,Upper_middle_income,2002,71.09,16.4,184240.005493164,3.33,3.86,1.82,20.19,3845443.96,4238153.34,12076830.39,2002
Tajikistan,Europe_&_Central_Asia,Lower_middle_income,2002,63.65,2.5,2130.00011444092,4.44,2.78,14.41,51.39,240171.1,1077391.36,1084026.31,2002
Turkmenistan,Europe_&_Central_Asia,Upper_middle_income,2002,64.1,6.2,41409.9998474121,7.02,3.08,9.75,40.62,169361.01,505262.79,887062.24,2002
Tonga,East_Asia_&_Pacific,Upper_middle_income,2002,69.77,4.0,100.000001490116,3.72,3.8,4.66,33.24,2333.25,6901.46,19067.82,2002
Trinidad_and_Tobago,Latin_America_&_Caribbean,High_income,2002,69.9,10.5,12680.0003051758,4.72,3.54,10.39,62.86,48619.64,76235.34,298030.88,2002
Tunisia,Middle_East_&_North_Africa,Lower_middle_income,2002,73.64,4.4,21709.9990844727,5.37,5.79,14.55,56.16,335310.79,433190.02,1780059.69,2002
Tanzania,Sub-Saharan_Africa,Lower_middle_income,2002,52.14,34.0,3569.9999332428,4.69,3.65,3.04,7.15,1117431.42,23057313.34,5669230.67,2002
Uganda,Sub-Saharan_Africa,Low_income,2002,48.3,28.5,1490.00000953674,4.76,2.13,3.5,9.4,1074871.35,19847295.92,3774056.03,2002
Ukraine,Europe_&_Central_Asia,Lower_middle_income,2002,68.28,2.5,303940.002441406,5.99,5.24,10.14,42.84,3746729.81,1446896.51,19150059.14,2002
Uruguay,Latin_America_&_Caribbean,High_income,2002,75.15,3.5,4530.00020980835,9.68,2.32,16.65,62.86,132655.32,97607.51,818923.08,2002
United_States,North_America,High_income,2002,76.94,2.5,5593029.78515625,13.98,4.93,5.78,97.64,9181725.83,5161991.02,75985352.59,2002
Uzbekistan,Europe_&_Central_Asia,Lower_middle_income,2002,67.61,19.2,129889.999389648,5.45,5.74,10.15,51.39,1066204.54,2799471.9,5473093.26,2002
Vietnam,East_Asia_&_Pacific,Lower_middle_income,2002,73.44,18.0,66500.0,3.6,4.81,2.12,47.86,2725612.16,5324552.56,13075489.28,2002
Vanuatu,East_Asia_&_Pacific,Lower_middle_income,2002,67.79,7.4,79.9999982118607,3.9,8.13,1.92,47.86,9122.65,29206.95,41071.56,2002
Samoa,East_Asia_&_Pacific,Lower_middle_income,2002,69.45,3.5,170.000001788139,4.64,3.84,5.1,47.83,6129.21,9144.3,35855.35,2002
Zambia,Sub-Saharan_Africa,Low_income,2002,45.4,28.5,1919.99995708466,6.79,3.75,14.12,9.4,386299.86,9112680.04,1705971.19,2002
Angola,Sub-Saharan_Africa,Lower_middle_income,2003,48.44,58.7,16760.0002288818,3.55,2.92,3.96,21.3,1204475.81,11059687.49,2817017.06,2003
Albania,Europe_&_Central_Asia,Upper_middle_income,2003,74.83,7.5,4070.00017166138,7.06,3.14,16.99,41.09,106457.8,118886.92,564357.62,2003
United_Arab_Emirates,Middle_East_&_North_Africa,High_income,2003,74.97,5.1,103819.999694824,2.65,3.87,2.75,74.57,158023.12,68604.42,533947.14,2003
Argentina,Latin_America_&_Caribbean,Upper_middle_income,2003,74.11,4.5,127660.003662109,6.89,3.54,15.36,48.47,1364894.64,1571267.73,8275119.93,2003
Armenia,Europe_&_Central_Asia,Upper_middle_income,2003,72.35,21.1,3500.0,7.18,2.15,10.59,46.51,94756.4,110954.82,784556.42,2003
Antigua_and_Barbuda,Latin_America_&_Caribbean,High_income,2003,74.61,4.4,409.999996423721,5.59,2.58,7.41,62.86,2198.61,3068.21,14763.34,2003
Australia,East_Asia_&_Pacific,High_income,2003,80.24,2.5,352579.986572266,7.9,5.1,5.93,58.79,613326.24,208611.73,4227423.34,2003
Austria,Europe_&_Central_Asia,High_income,2003,78.63,2.5,74459.9990844727,9.55,5.36,4.78,99.67,237801.53,79025.4,2119400.92,2003
Azerbaijan,Europe_&_Central_Asia,Upper_middle_income,2003,67.79,10.4,28569.9996948242,2.73,3.29,9.17,21.45,231078.66,859723.72,1911157.73,2003
Burundi,Sub-Saharan_Africa,Low_income,2003,51.69,28.5,159.999996423721,6.31,5.27,1.61,9.4,1326782.21,4813087.43,1138804.92,2003
Belgium,Europe_&_Central_Asia,High_income,2003,78.13,2.5,115500.0,9.21,6.44,7.68,73.85,393432.27,164843.3,2714639.38,2003
Benin,Sub-Saharan_Africa,Lower_middle_income,2003,56.44,13.7,2440.00005722046,3.04,2.28,0.74,21.3,310226.32,4245932.23,1244980.71,2003
Burkina_Faso,Sub-Saharan_Africa,Low_income,2003,51.96,18.6,1039.99996185303,3.14,4.02,2.78,9.4,564930.9,10141299.75,2521317.47,2003
Bangladesh,South_Asia,Lower_middle_income,2003,66.89,14.9,28629.9991607666,2.31,2.07,4.32,20.91,4739883.21,26912883.65,21309139.5,2003
Bulgaria,Europe_&_Central_Asia,Upper_middle_income,2003,72.07,4.5,47930.0003051758,7.2,4.0,13.73,50.57,357078.88,169065.62,3089412.68,2003
Bahrain,Middle_East_&_North_Africa,High_income,2003,75.0,2.7,17940.0005340576,3.99,2.65,1.09,71.81,20457.5,15800.77,119318.7,2003
Belarus,Europe_&_Central_Asia,Upper_middle_income,2003,68.55,3.3,52700.0007629395,5.77,4.98,10.32,84.36,821518.17,219612.81,3683432.69,2003
Belize,Latin_America_&_Caribbean,Upper_middle_income,2003,69.51,5.5,509.999990463257,4.62,5.25,10.24,38.16,13413.57,20078.23,40015.31,2003
Bolivia,Latin_America_&_Caribbean,Lower_middle_income,2003,64.21,27.7,9079.99992370605,5.2,8.26,2.54,30.73,420548.63,1470631.52,1636333.57,2003
Brazil,Latin_America_&_Caribbean,Upper_middle_income,2003,71.17,7.9,310809.997558594,8.19,5.65,9.99,37.0,9444629.12,13246537.98,37565232.82,2003
Barbados,Latin_America_&_Caribbean,High_income,2003,77.68,6.7,1379.99999523163,6.68,6.25,11.0,62.86,7021.72,10927.34,64271.83,2003
Bhutan,South_Asia,Lower_middle_income,2003,63.62,14.4,259.999990463257,4.13,5.98,1.8,63.33,22199.64,133086.15,108809.06,2003
Central_African_Republic,Sub-Saharan_Africa,Low_income,2003,44.18,40.6,230.000004172325,4.4,1.54,5.81,19.54,307254.75,3711588.69,776904.73,2003
Canada,North_America,High_income,2003,79.74,2.5,544539.978027344,9.01,4.9,7.57,78.03,822755.13,382169.71,6818862.13,2003
Switzerland,Europe_&_Central_Asia,High_income,2003,80.54,2.5,44840.0001525879,10.11,5.37,4.12,99.62,239590.71,80701.22,1741694.52,2003
Chile,Latin_America_&_Caribbean,High_income,2003,77.15,3.2,50200.0007629395,7.33,3.96,9.77,51.65,517251.28,303346.62,2930080.37,2003
China,East_Asia_&_Pacific,Upper_middle_income,2003,72.38,8.6,4415910.15625,4.42,3.67,4.58,16.47,46073391.0,41472128.23,281511132.1,2003
Cote_d'Ivoire,Sub-Saharan_Africa,Lower_middle_income,2003,49.57,20.6,5309.99994277954,5.48,2.86,5.26,21.3,748034.58,13002141.98,2894474.23,2003
Cameroon,Sub-Saharan_Africa,Lower_middle_income,2003,51.91,19.3,5210.00003814697,4.27,2.82,5.93,21.3,673803.97,10527278.86,2727166.97,2003
Colombia,Latin_America_&_Caribbean,Upper_middle_income,2003,73.78,9.8,56110.0006103516,5.78,4.33,13.22,15.66,2843102.26,2178696.39,6457997.14,2003
Comoros,Sub-Saharan_Africa,Lower_middle_income,2003,59.74,12.4,140.000000596046,6.65,2.74,4.61,21.3,18254.37,208644.43,92468.61,2003
Costa_Rica,Latin_America_&_Caribbean,Upper_middle_income,2003,77.87,5.2,5800.00019073486,6.97,5.13,6.56,38.16,116495.68,99531.29,610710.03,2003
Cuba,Latin_America_&_Caribbean,Upper_middle_income,2003,77.3,2.5,25629.9991607666,7.1,9.94,2.33,39.96,342003.03,259422.44,2385418.72,2003
Cyprus,Europe_&_Central_Asia,High_income,2003,78.39,6.1,7829.99992370605,5.64,6.67,4.14,76.19,27480.54,10872.12,203214.75,2003
Germany,Europe_&_Central_Asia,High_income,2003,78.38,2.5,836789.978027344,10.4,4.87,9.78,95.84,2005621.1,897399.53,23295412.71,2003
Djibouti,Middle_East_&_North_Africa,Lower_middle_income,2003,57.43,38.2,409.999996423721,3.98,8.89,27.96,24.88,25611.0,314828.97,104942.24,2003
Denmark,Europe_&_Central_Asia,High_income,2003,77.14,2.5,59229.9995422363,8.9,8.12,5.4,86.8,141177.22,73593.94,1509079.49,2003
Dominican_Republic,Latin_America_&_Caribbean,Upper_middle_income,2003,70.23,23.6,18729.9995422363,4.39,1.84,6.94,38.16,356776.43,999273.18,1436364.08,2003
Algeria,Middle_East_&_North_Africa,Lower_middle_income,2003,72.1,7.0,88190.0024414063,3.6,5.95,23.72,21.02,1599531.45,2034126.11,5571735.84,2003
Ecuador,Latin_America_&_Caribbean,Upper_middle_income,2003,73.64,22.7,24659.9998474121,5.44,4.62,5.66,40.08,653948.94,1053799.2,2093151.43,2003
Eritrea,Sub-Saharan_Africa,Low_income,2003,57.19,28.5,689.999997615814,7.34,3.34,5.58,9.4,258439.81,2002959.67,710708.07,2003
Spain,Europe_&_Central_Asia,High_income,2003,79.62,2.5,318660.003662109,7.56,4.17,11.28,93.46,1121936.96,574299.12,10366494.8,2003
Estonia,Europe_&_Central_Asia,High_income,2003,71.32,3.3,16940.0005340576,4.86,5.27,11.29,92.55,90757.51,26914.09,458420.82,2003
Ethiopia,Sub-Saharan_Africa,Low_income,2003,54.21,42.6,5019.99998092651,4.9,5.06,2.94,2.88,3153982.99,44122076.1,10876685.74,2003
Finland,Europe_&_Central_Asia,High_income,2003,78.37,2.5,71709.9990844727,7.94,6.17,10.47,80.76,220248.89,59645.87,1334916.7,2003
Fiji,East_Asia_&_Pacific,Upper_middle_income,2003,66.15,3.9,1049.99995231628,2.97,4.83,3.91,34.89,27154.67,60796.96,202979.52,2003
France,Europe_&_Central_Asia,High_income,2003,79.11,2.5,376709.991455078,10.08,5.43,8.31,79.2,2165435.09,823391.3,14368533.91,2003
United_Kingdom,Europe_&_Central_Asia,High_income,2003,78.45,2.5,543039.978027344,8.11,4.81,4.81,97.78,1251409.15,1084310.57,16417159.67,2003
Georgia,Europe_&_Central_Asia,Upper_middle_income,2003,70.35,4.8,3160.00008583069,8.03,2.07,11.51,45.84,139004.93,182085.38,1446778.53,2003
Ghana,Sub-Saharan_Africa,Lower_middle_income,2003,57.78,12.6,7139.9998664856,2.83,5.34,7.56,5.35,638596.27,8571056.21,3387838.44,2003
Guinea,Sub-Saharan_Africa,Low_income,2003,51.9,28.5,1700.00004768372,4.78,2.37,4.62,9.4,369144.8,5735992.81,1667016.96,2003
Guinea-Bissau,Sub-Saharan_Africa,Low_income,2003,51.5,28.5,189.999997615814,5.88,2.17,6.37,4.38,80436.03,858389.09,262676.69,2003
Greece,Europe_&_Central_Asia,High_income,2003,78.84,2.5,100220.001220703,8.45,3.43,9.41,79.18,274894.84,124077.48,2901286.21,2003
Grenada,Latin_America_&_Caribbean,Upper_middle_income,2003,73.02,7.3,250.0,5.28,3.93,6.94,38.16,3171.56,4806.56,21848.32,2003
Guatemala,Latin_America_&_Caribbean,Upper_middle_income,2003,69.09,18.9,10539.999961853,6.15,3.01,2.81,38.16,714988.24,1848483.46,1860104.17,2003
Guyana,Latin_America_&_Caribbean,Upper_middle_income,2003,66.12,6.8,1620.00000476837,3.27,6.96,11.55,38.16,50892.97,97495.06,172736.75,2003
